MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE,CPP,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,MFCC_6_mean,MFCC_7_mean,MFCC_8_mean,MFCC_9_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_1_std,MFCC_2_std,MFCC_3_std,MFCC_4_std,MFCC_5_std,MFCC_6_std,MFCC_7_std,MFCC_8_std,MFCC_9_std,MFCC_10_std,MFCC_11_std,MFCC_12_std,MFCC_13_std,F1_mean,F1_bw,F2_mean,F2_bw,F3_mean,F3_bw,spectral_tilt,status
0.37544602,-0.00077332114,0.008902984,0.001239228,0.0040213475,0.0046509085,-0.020787371,-0.06253881,-0.09438361,-0.8427861,-0.9079618,-0.37424147,-0.2856311,-1.1024289,-0.07373107,0.12117047,0.10108097,0.060756616,-0.668179,0.014947271,0.2942381,0.056573685,-0.024860857,-0.19645454,-0.03099631,-0.25271118,0.09533301,-0.5749342,0.044668123,0.24611445,0.15252164,0.29943696,-0.019865774,0.02102829,-0.654652,-0.27793282,0.062178236,-0.12207092,-0.0005842439,-0.0359552,-0.0017317361,-0.07304766,0.005181284,-0.009122445,-0.013576696,-0.015957685,0.12747356,-0.0059803724,-0.07152766,0.005971915,-0.048402153,-0.0137444865,0.0038960315,-0.48666006,0
0.3867629,-0.001444356,0.04486624,0.010662668,0.0040213475,0.004809004,0.00830369,-0.06259261,-0.09414692,-0.81126857,-0.87931675,-0.37904167,-0.2935179,-1.0817614,-0.14112781,0.056899585,0.09853023,0.052993167,-0.67284876,-0.004841703,0.3085557,0.051019575,-0.0231667,-0.22044207,-0.03046283,-0.2751044,0.09226431,-0.5354391,0.044953957,0.34207872,0.15528351,0.2647484,0.029127315,0.015015734,-0.63571244,-0.27800474,0.05776276,-0.105202116,-0.01774504,-0.03375775,-0.0017317361,-0.07280146,0.005181284,-0.0056164963,-0.007369377,-0.018592754,0.21948165,-0.0059803724,-0.06556025,0.00414721,-0.04290482,-0.015157786,0.006537458,-0.513742,0
-0.20534252,-0.00982595,0.0064699166,0.0065270765,0.0029888747,0.0015038289,-0.06454963,-0.07005277,-0.115112424,-1.0662693,-1.0954167,-0.39283207,-0.24457571,-1.1791339,0.12141556,0.7704304,0.010833232,0.08591066,0.17712353,-0.005126496,0.40137026,0.10079978,-0.02628663,-0.12939307,-0.031804547,-0.20172828,0.103219345,-0.63993734,0.049846705,-0.08263484,0.16984922,0.22652896,-0.069898784,0.02974499,-0.5597571,-0.24192262,0.036006536,-0.11494403,-0.008806657,-0.036598187,-0.0034485827,-0.07701729,0.0054625063,-0.015773999,-0.013568403,-0.015764246,0.22697952,0.017341051,-0.06806234,0.012628402,-0.053092137,-0.008904763,-0.0012143946,-0.34526014,0
-0.2119357,-0.004120547,0.004616354,-0.0023931987,-0.00069779874,0.0013450356,-0.0702126,-0.077044845,-0.09798979,-1.1589167,-1.1501242,-0.3542062,-0.2974587,-1.1954521,0.018217646,0.723384,0.07899891,0.08531889,0.17356491,-0.004987878,0.3940648,0.038170025,-0.0480285,0.022138441,-0.03964314,-0.08984091,0.10794843,-0.5495815,0.056805123,0.30091152,0.14885035,0.40296358,-0.044505835,0.024738418,-0.5762228,-0.26330274,0.030324588,-0.10712209,-0.016848225,-0.04331858,-0.0030617095,-0.05519105,0.0026302242,-0.016931014,-0.011775626,0.013201311,0.22985402,-0.009014441,-0.06600424,0.00013289822,-0.052075863,-0.012622874,-0.0029596468,-0.49368027,0
-0.21955298,-0.003060222,0.0140437735,0.0048443996,0.0034385445,0.0021436315,-0.029923465,-0.029210968,-0.066937655,0.014768316,0.035060693,-0.37538415,-0.16966076,-1.1030376,0.12902732,0.9459059,0.019932827,0.100925185,-1.1044627,-0.0047223456,0.3861879,0.10211018,-0.023759054,-0.24899544,-0.042973086,-0.20634006,0.119122274,-0.3600217,0.07657546,0.2786275,0.18947151,0.20658495,-0.035655107,0.02815389,-0.672332,-0.25755906,0.057731666,-0.13391533,-0.013081236,-0.047106814,-0.015081592,-0.08471492,-0.0019809084,-0.014931656,0.10935185,0.015578549,0.13420656,0.0031490198,-0.07657656,0.0050131027,-0.056326058,-0.012409171,0.006016543,-0.25837547,0
-0.20676707,-0.009520779,0.00525344,0.00543987,0.0028701592,0.0013450356,-0.052659623,-0.082146764,-0.11328436,-1.0666137,-1.1028295,-0.388378,-0.26063496,-1.1947848,0.015589347,0.7316176,0.08016881,0.08740164,0.17917979,-0.012135178,0.4632472,0.092836834,-0.03216755,-0.17019704,-0.031647515,-0.20211005,0.106900126,-0.63240343,0.049509212,-0.074181795,0.1433253,0.31743607,-0.07209048,0.025038058,-0.5778804,-0.24044816,0.03743039,-0.112477146,-0.0026431652,-0.036942866,-0.0034485827,-0.071452096,0.0054965997,-0.01599211,-0.013876475,-0.00954744,0.22874004,0.0045281337,-0.06924678,0.015833894,-0.05262474,-0.00863372,9.176228e-05,-0.3884207,0
-0.23896672,-0.0030116457,0.015771642,0.0003256899,0.0053214715,0.0055169077,-0.028385451,-0.036228746,-0.07772814,-0.0034870042,0.020173678,-0.3970344,-0.2691217,-1.1345096,0.13366352,0.5893245,0.018422434,0.12778397,-1.087548,-0.0067696488,0.39942172,0.108885944,-0.02231722,-0.26500383,-0.03913366,-0.23131485,0.13924283,-0.37517494,0.06581881,0.2609014,0.18941557,0.20412667,-0.018206526,0.028145162,-0.710761,-0.27903354,0.056894902,-0.14343265,-0.009962436,-0.048391882,-0.017090077,-0.09046402,-0.0019809084,-0.0166351,0.104934536,-0.01912037,-0.052738063,0.007971545,-0.085835055,0.01840951,-0.05376758,-0.012409171,0.0055959322,-0.3552338,0
-0.23817675,0.0022162832,0.015955469,0.0048443996,0.0045857774,0.0059842076,-0.025852485,-0.02936767,-0.067567065,0.019495444,0.15212657,-0.37459165,-0.24481925,-1.0512319,0.077217974,0.6516149,-0.057194047,0.011970531,-1.1205506,0.012548443,0.28333247,0.1001333,-0.042045653,-0.1829502,-0.039713234,-0.19124846,0.11429481,-0.33670202,0.12102023,0.4236766,0.20341422,0.28540164,-0.041007273,0.027188582,-0.7023569,-0.27363083,0.060122114,-0.14723396,-0.0137917325,-0.053795375,-0.020593788,-0.08338662,0.004882619,-0.016850993,0.107278466,-0.021348333,-0.06966373,-0.0015265446,-0.07794365,-0.00075539085,-0.04832439,-0.014066682,0.004610123,-0.44334853,0
-0.21405819,-0.0061833435,0.004562058,0.0017309719,-0.001190413,0.0042006145,-0.058266252,-0.082534015,-0.104962684,-1.1460665,-1.115964,-0.34563607,-0.16008998,-1.1824323,-0.061322413,0.7735936,0.07889363,0.0593724,0.18697752,-0.00815906,-0.19898495,0.04027425,-0.044131357,0.12359686,-0.02954677,-0.07179498,0.093166485,0.13336553,0.09703759,0.40453786,0.18423608,0.43827954,-0.045646086,0.027597072,-0.6249534,-0.25837907,0.00202583,-0.15453902,-0.0071293735,-0.058323756,-0.0065818196,-0.07419884,0.0012108115,-0.022105664,0.027729671,-0.012205124,-0.141355,-0.009061886,-0.065115176,0.018969199,-0.052438736,-0.012622874,0.002335431,0.00324839,0
0.31935537,-0.0016566669,0.0050302017,0.0026873602,-0.0012063177,0.00607308,-0.04530188,-0.08669967,-0.100569546,-1.1614238,-1.1523839,-0.33375144,-0.007943586,-1.1633095,0.11533845,0.42815197,0.07183947,0.07463455,0.1692133,-0.010598287,-0.19949855,0.04859173,-0.044793863,-0.004921862,-0.023117146,-0.17126928,0.08140661,-0.30302575,0.09234056,0.920191,0.17184345,0.4400246,0.003475839,0.027474748,-0.6008117,-0.27528125,-0.07547147,-0.15608028,0.006275554,-0.05917989,-0.013180965,-0.07103786,0.0005912572,-0.013688915,0.03906641,-0.021168716,-0.12619509,0.004747615,-0.060990583,0.0045065074,-0.057305645,-0.011063555,-0.0018418607,-0.07708374,0
-0.21496937,-0.006765259,0.007407155,0.0021255119,-0.00052095175,0.00557111,-0.057195187,-0.09243218,-0.113334574,-1.1578737,-1.1575727,-0.36166742,-0.16789624,-1.1934443,0.13868345,0.76617914,0.0808184,0.06986132,0.16898805,-0.00815906,-0.18998203,0.04394047,-0.045499433,0.09579342,-0.031399935,-0.18175584,0.08331428,-0.32877928,0.100778736,0.31977698,0.19224979,0.42684177,-0.049269147,0.02736873,-0.6234715,-0.25767827,0.00018723716,-0.15493241,-0.0011852364,-0.06467146,-0.0065818196,-0.093792565,0.0012108115,-0.017327067,0.07911734,-0.010498922,-0.122922644,-0.009176001,-0.05568328,0.01767543,-0.06069311,-0.012622874,0.0022103568,-0.0051060533,0
-0.20084839,-0.0010791654,-0.005306091,-0.0029634936,-0.0016775327,0.001007806,-0.021846754,-0.06977803,-0.07848179,-0.5796551,-0.75750947,-0.28674704,-0.32674882,-0.9798408,-0.12568812,0.79531544,0.055822305,0.06380868,-0.8223389,-0.004625974,-0.23667748,0.060117967,-0.0063800025,0.13655452,-0.0062541235,0.24056254,0.14953148,0.96360844,0.08885512,0.7113719,0.18385594,0.42127436,0.2597203,0.01871948,-0.662339,-0.050880034,0.053286586,-0.12906682,-0.014502086,-0.03991585,-0.011795647,-0.06001678,0.00083661464,-0.021263491,-0.022384742,-0.0129347155,-0.14586984,0.004444058,-0.061791975,-0.006027525,-0.043893155,-0.015807524,-0.0054661636,-0.49579087,0
-0.20779862,-0.004472813,-0.008279429,-0.0029634936,-0.001990649,0.001007806,-0.033902533,-0.06103053,-0.07275756,-0.77122647,-0.86746544,-0.30952108,-0.32343352,-1.0543958,-0.1318481,0.7334171,0.07643099,0.070872985,-0.80244917,-0.0032610733,-0.17591465,0.04329183,-0.04416463,0.13635895,-0.009902934,0.15170665,0.10876068,0.21298026,0.09159265,0.7342432,0.1725974,0.40227282,0.21958575,0.01901797,-0.59920627,-0.09356544,0.05503358,-0.11966604,-0.016446276,-0.043469932,-0.009285785,-0.067633644,0.00083661464,-0.021263491,0.0053265668,0.018860763,-0.0858628,-0.0057071075,-0.062713,-0.0049454183,-0.044791788,-0.015596276,0.0052246065,-0.51161045,0
-0.2122617,-0.0039654933,0.002851172,0.0005879755,-0.00097516,6.011466e-05,-0.05557835,-0.09069144,-0.11028888,-1.129688,-1.1217145,-0.3553324,-0.316167,-1.1444014,-0.07368788,0.7535457,0.076340124,0.065919004,-0.01704214,-0.0032578285,0.0976263,-0.012042729,-0.05004066,0.09157809,-0.029719401,-0.07966556,0.09244711,-0.43503553,0.0951451,0.40448093,0.17942567,0.40854895,0.18362585,0.021128414,-0.5125715,0.072347194,0.058574382,-0.1234171,-0.020212583,-0.055740766,-0.006964752,-0.071823396,0.00080775376,-0.02047558,0.023425352,0.017750017,-0.028978761,-0.009065539,-0.05175281,0.0042508915,-0.04731998,-0.012753273,0.0046898667,-0.4958173,0
-0.11307315,-0.010941224,0.07072577,0.0010383058,0.0026374473,0.0024852045,-0.05081339,-0.09134705,-0.1053751,-1.1702319,-1.1396482,-0.3800471,-0.30021954,-1.2373774,0.122648224,0.62172276,0.09125613,0.07742635,0.17961363,0.0020886897,-0.17110753,0.060008097,-0.051495597,-0.17519635,-0.031659424,-0.18032956,0.083162144,-0.45560792,0.08887398,0.24301012,0.18060976,0.39378786,-0.0027758894,0.026861375,-0.6035451,-0.27877155,0.03812619,-0.15777507,0.0042678653,-0.04968167,-0.00039248494,-0.09181824,0.0010387949,-0.016428938,-0.015446359,-0.016122596,-0.12709148,-0.009466661,-0.076110944,0.0034998902,-0.058046635,-0.010378095,0.0010938474,-0.43188754,0
0.3314949,-0.0064526084,0.076540396,0.001239228,0.0021832392,0.00607308,-0.05072259,-0.08857456,-0.09902833,-1.1511743,-1.1134334,-0.35010794,-0.35085756,-1.2210267,-0.07346649,0.332778,0.07824005,0.07544149,0.17921685,-0.00603424,-0.1929223,0.035115715,-0.047344267,-0.17055315,-0.022339588,-0.17682435,0.07265171,-0.3635119,0.086661965,0.74534994,0.1542694,0.4088861,0.1546892,0.019183716,-0.62956697,-0.28310007,0.06471508,-0.1476477,9.446859e-05,-0.046292257,-0.012616118,-0.07013906,0.0003119532,-0.0126972785,-0.028542291,-0.02243189,-0.12589543,0.007945554,-0.07653174,-0.001874142,-0.046838656,-0.010532104,-0.0046836496,-0.50112444,0
-0.15980431,-0.01187231,0.07072577,0.0010383058,0.0026374473,0.0024852045,-0.051224396,-0.09141596,-0.11452709,-1.1504172,-1.1125337,-0.37896165,-0.30520964,-1.2480835,0.08544884,0.6609508,0.09053405,0.078370355,0.17978555,-0.008695333,-0.1580439,0.056603123,-0.051495597,-0.19743772,-0.028229598,-0.18428668,0.08012885,-0.4772159,0.088353366,0.22713876,0.180282,0.39284268,0.09995347,0.024658138,-0.62708604,-0.27168852,0.066577256,-0.15321217,0.0040288954,-0.047996685,-0.0046925317,-0.088011146,0.0010387949,-0.016428938,-0.013006289,-0.01638224,-0.12709148,-0.009626383,-0.069882676,-0.00093942194,-0.057687644,-0.010461954,0.0010938474,-0.44988158,0
-0.21757099,-0.0084891,0.0036595208,0.00067737966,0.0021714105,0.0024852045,-0.05472938,-0.08892627,-0.110850886,-1.1760648,-1.126356,-0.37837434,-0.32384926,-1.2215669,-0.07937446,0.6523514,0.08454484,0.08395764,0.19771014,-0.004976702,-0.10215617,0.040074416,-0.05119728,-0.17016461,-0.03829753,-0.19998956,0.073988706,-0.5403129,0.09077535,0.34430313,0.18257937,0.4058881,0.20262256,0.022857564,-0.5318823,-0.27534544,0.060778268,-0.13094684,-0.0175892,-0.05275287,-0.005996614,-0.07756814,0.0010387949,-0.019476108,-0.013969634,0.020324845,-0.071649835,-0.0007025022,-0.0669372,-0.00086806295,-0.050492525,-0.008833019,0.0048048664,-0.46943223,0
-0.21750987,-0.010598591,0.072752625,0.0010383058,0.0021714105,0.0024852045,-0.056669444,-0.088963196,-0.11061383,-1.1806818,-1.1272823,-0.37976822,-0.3264979,-1.2239945,0.02625971,0.6614866,0.08083214,0.06970386,0.19938989,-0.004976702,-0.13270815,0.039163023,-0.051602703,-0.16262963,-0.035102405,-0.18609804,0.077702366,-0.5023937,0.08951154,0.34640777,0.18726419,0.4017374,0.19878817,0.022857564,-0.59800524,-0.2752737,0.060778268,-0.13859703,-0.016297217,-0.052647196,-0.0008848333,-0.086607166,0.0010387949,-0.019411737,-0.013939636,0.020324845,-0.07391071,0.0014412198,-0.06755088,-0.00086806295,-0.057513017,-0.011339107,-0.0019015855,-0.46438447,0
-0.21240348,-0.006171261,0.0030600023,0.0010383058,0.0018218481,0.0008409978,-0.033364356,-0.060780957,-0.0915119,-0.81264526,-0.9129874,-0.38276687,-0.28100204,-1.1116409,0.016679954,0.6238182,0.08710876,0.08621579,-0.65689665,-0.004041006,0.46900782,0.05649706,-0.043112073,-0.18463963,-0.039314006,-0.1925568,0.09401933,-0.6137673,0.07304524,0.241926,0.12094886,0.26275188,-0.099578284,0.02191664,-0.52164096,-0.19378369,0.05816935,-0.12900174,-0.019307738,-0.042246815,-0.0061899065,-0.081407085,-0.001259333,-0.015836569,-0.01644293,0.015710449,-0.033440206,-0.010380875,-0.06747296,0.0025119649,-0.05265893,-0.012886384,0.0008984926,-0.48941574,0
0.28994122,-0.005603655,0.07627051,0.0016001541,0.0023001067,0.0024852045,-0.051094078,-0.08496855,-0.09232649,-1.1240655,-1.1094614,-0.33907506,-0.35329646,-1.221169,0.013333627,0.34804103,0.07546784,0.074729994,0.17654343,0.00225973,-0.18453382,0.031156018,-0.023319561,-0.15428472,-0.021156691,-0.17441064,0.074486285,-0.35599488,0.08796253,0.8181362,0.1605539,0.43495554,0.22120348,0.018492926,-0.61524206,-0.28027952,0.010036547,-0.14512996,-0.013317345,-0.04658596,-0.0017008008,-0.07755658,0.0003119532,-0.013022994,-0.028377116,0.010317509,-0.12418011,0.011029359,-0.07310811,-0.003057654,-0.05430018,-0.006051473,-0.0046836496,-0.49027145,0
-0.21548882,-0.027653644,0.01070231,0.0008636367,0.0030153494,0.0015521687,-0.029358018,-0.06721677,-0.075774044,-0.3191003,-0.007570696,-0.39096108,-0.30263376,-1.1279631,-0.08099425,0.859247,0.01865195,0.04762544,-0.9870712,0.0148083065,0.39053684,0.06638691,-0.03852146,-0.19337185,-0.032938447,-0.20430274,0.10486054,-0.529418,0.10700481,0.41905335,0.16156794,0.28058946,-0.090580225,0.02705062,-0.6216465,-0.19153243,0.054884296,-0.13715822,-0.023481736,-0.052052792,-0.017740395,-0.082164854,0.004882619,-0.015243093,-0.008052025,0.015271446,0.0049412707,-0.0072940546,-0.07859592,-0.014184706,-0.04110151,-0.015479712,0.008213492,-0.4906027,0
0.3476656,-6.61884e-05,0.001591899,0.011023594,0.0040213475,0.0038745943,-0.019384444,-0.063934185,-0.0738871,-0.8302919,-0.26223838,-0.40133065,-0.28289285,-1.1038986,0.12167314,0.08234773,-0.011987551,0.13500962,-0.70071954,-0.0056774765,0.07812546,0.072098106,-0.050230574,-0.2168806,-0.03418294,-0.27550307,0.10902232,-0.49235097,0.038282838,0.3001865,0.1805959,0.20474823,-0.002903329,0.025954945,-0.7208273,-0.27720246,0.061114844,-0.13070595,-0.0067495606,-0.03859308,-0.008369649,-0.09024038,0.00059407233,-0.0058280476,-0.029808272,-0.019530665,0.1437091,-0.0009879761,-0.03655888,0.0010819689,-0.059016306,-0.0137444865,0.0004554678,-0.453284,0
0.073092975,-0.008164667,0.0059980694,0.009029606,0.004898532,0.0010568327,0.022330392,-0.028869802,-0.0563028,0.052290358,0.101916224,-0.34808552,-0.32163668,-0.99067414,0.013792998,0.81901467,-0.0047598197,0.107497536,-1.1602458,-0.005377899,-0.17269006,0.05654561,-0.03925759,-0.27825427,-0.022249352,-0.30172044,0.13467866,0.09377863,0.06224457,0.47634846,0.19116004,0.23649448,0.11268674,0.02653796,-0.74060506,-0.28097564,0.060444973,-0.14986975,-0.019663,-0.046358835,-0.011634676,-0.07756454,0.0011541334,-0.016730048,-0.016684659,-0.01958627,-0.036344487,-0.0041847145,-0.08631731,-0.0031214184,-0.058485966,-0.013109475,-0.0015897368,-0.4553481,0
-0.21348658,-0.006171261,0.0025855214,0.0010383058,0.0018218481,0.0012682481,-0.027632108,-0.06090742,-0.084824614,-0.8232444,-0.9269852,-0.37610367,-0.2907779,-1.1104423,0.025685498,0.66579753,0.08839561,0.086977415,-0.6684881,-0.002008223,0.46196,0.040299118,-0.044572443,-0.14871235,-0.035867047,-0.15407869,0.09942304,-0.58743435,0.06624053,0.2054538,0.018151542,0.39614782,-0.05113437,0.02191664,-0.5915259,-0.2607783,0.06061433,-0.13443527,-0.016224066,-0.05385635,-0.0066162045,-0.0760406,-0.001259333,-0.015829485,-0.022393104,0.009902422,-0.06067738,-0.010025358,-0.067197375,0.00024534157,-0.052607283,-0.015117911,0.00082828786,-0.49014157,0
